filename,width,height,class,xmin,ymin,xmax,ymax
tile_26_30.jpg,512,512,tree,209,129,230,151
tile_26_30.jpg,512,512,tree,137,106,154,119
tile_26_30.jpg,512,512,tree,32,179,54,199
tile_26_30.jpg,512,512,tree,139,274,165,293
tile_26_30.jpg,512,512,tree,157,176,174,192
tile_26_30.jpg,512,512,tree,105,216,123,232
tile_26_30.jpg,512,512,tree,44,260,70,277
tile_26_30.jpg,512,512,tree,4,299,30,321
tile_26_30.jpg,512,512,tree,86,317,113,332
tile_26_30.jpg,512,512,tree,36,360,52,376
tile_26_30.jpg,512,512,tree,97,388,125,409
tile_26_30.jpg,512,512,tree,363,354,382,374
tile_26_30.jpg,512,512,tree,311,398,338,422
tile_26_30.jpg,512,512,tree,410,315,443,332
tile_26_30.jpg,512,512,tree,422,375,452,404
tile_26_30.jpg,512,512,tree,483,335,510,353
tile_26_30.jpg,512,512,tree,380,422,406,438
tile_26_30.jpg,512,512,tree,306,47,327,65
tile_26_30.jpg,512,512,tree,361,5,380,25
tile_26_30.jpg,512,512,tree,439,12,467,38
tile_26_30.jpg,512,512,tree,398,59,417,78
tile_26_30.jpg,512,512,tree,290,146,309,163
tile_26_30.jpg,512,512,tree,242,181,266,207
tile_26_30.jpg,512,512,tree,357,187,374,204
tile_26_30.jpg,512,512,tree,408,144,430,160
tile_26_30.jpg,512,512,tree,470,94,491,115
tile_26_30.jpg,512,512,tree,339,103,361,118
tile_26_30.jpg,512,512,tree,205,312,226,328
tile_26_30.jpg,512,512,tree,414,219,434,235
tile_26_30.jpg,512,512,tree,473,178,493,198
tile_26_30.jpg,512,512,tree,207,482,227,498
tile_26_30.jpg,512,512,tree,265,446,285,462
tile_26_30.jpg,512,512,tree,2,476,23,494
tile_26_30.jpg,512,512,tree,459,450,487,472
tile_26_30.jpg,512,512,tree,409,492,431,509
tile_26_30.jpg,512,512,tree,327,466,347,482
tile_20_24.jpg,512,512,tree,6,0,42,25
tile_20_24.jpg,512,512,tree,37,65,67,93
tile_20_24.jpg,512,512,tree,420,5,447,29
tile_20_24.jpg,512,512,tree,375,44,402,70
tile_20_24.jpg,512,512,tree,363,129,415,164
tile_20_24.jpg,512,512,tree,478,222,512,260
tile_20_24.jpg,512,512,tree,385,290,426,332
tile_20_24.jpg,512,512,tree,331,340,375,381
tile_20_24.jpg,512,512,tree,283,371,331,415
tile_20_24.jpg,512,512,tree,184,207,220,241
tile_20_24.jpg,512,512,tree,133,241,180,277
tile_20_24.jpg,512,512,tree,95,286,117,320
tile_20_24.jpg,512,512,tree,29,317,73,366
tile_20_24.jpg,512,512,tree,230,249,256,280
tile_20_24.jpg,512,512,tree,253,218,290,241
tile_20_24.jpg,512,512,tree,232,421,268,456
tile_27_30.jpg,512,512,tree,343,114,380,146
tile_27_30.jpg,512,512,tree,240,204,274,231
tile_27_30.jpg,512,512,tree,121,227,145,244
tile_27_30.jpg,512,512,tree,170,188,189,204
tile_27_30.jpg,512,512,tree,56,100,75,112
tile_27_30.jpg,512,512,tree,111,62,129,73
tile_27_30.jpg,512,512,tree,162,21,185,36
tile_27_30.jpg,512,512,tree,21,307,43,321
tile_27_30.jpg,512,512,tree,99,330,125,351
tile_27_30.jpg,512,512,tree,51,371,76,388
tile_27_30.jpg,512,512,tree,79,416,122,455
tile_27_30.jpg,512,512,tree,191,348,212,367
tile_27_30.jpg,512,512,tree,194,245,220,266
tile_27_30.jpg,512,512,tree,293,264,319,284
tile_27_30.jpg,512,512,tree,341,219,366,239
tile_27_30.jpg,512,512,tree,446,137,472,158
tile_27_30.jpg,512,512,tree,490,99,512,123
tile_27_30.jpg,512,512,tree,69,0,84,13
tile_27_30.jpg,512,512,tree,433,222,460,242
tile_27_30.jpg,512,512,tree,493,182,512,201
tile_27_30.jpg,512,512,tree,452,287,479,311
tile_27_30.jpg,512,512,tree,353,370,385,396
tile_27_30.jpg,512,512,tree,237,390,264,412
tile_27_30.jpg,512,512,tree,138,385,168,404
tile_27_30.jpg,512,512,tree,0,409,24,433
tile_27_30.jpg,512,512,tree,406,370,407,371
tile_27_30.jpg,512,512,tree,403,327,432,345
tile_27_30.jpg,512,512,tree,261,457,283,477
tile_27_30.jpg,512,512,tree,138,475,155,490
tile_27_30.jpg,512,512,tree,34,468,73,488
tile_27_30.jpg,512,512,tree,351,461,371,481
tile_27_30.jpg,512,512,tree,428,489,483,512
tile_18_31.jpg,512,512,tree,454,177,485,211
tile_18_31.jpg,512,512,tree,360,262,389,291
tile_18_31.jpg,512,512,tree,415,410,443,438
tile_18_31.jpg,512,512,tree,302,303,329,331
tile_18_31.jpg,512,512,tree,265,332,295,358
tile_18_31.jpg,512,512,tree,242,351,273,387
tile_18_31.jpg,512,512,tree,186,301,218,332
tile_18_31.jpg,512,512,tree,186,301,187,302
tile_18_31.jpg,512,512,tree,68,410,89,442
tile_18_31.jpg,512,512,tree,45,428,69,465
tile_18_31.jpg,512,512,tree,0,472,28,503
tile_18_31.jpg,512,512,tree,0,359,23,391
tile_18_31.jpg,512,512,tree,88,210,114,231
tile_18_31.jpg,512,512,tree,27,161,70,197
tile_18_31.jpg,512,512,tree,123,186,163,213
tile_18_31.jpg,512,512,tree,181,139,201,168
tile_18_31.jpg,512,512,tree,264,159,294,183
tile_18_31.jpg,512,512,tree,294,47,316,78
tile_18_31.jpg,512,512,tree,287,0,310,16
tile_18_31.jpg,512,512,tree,116,91,146,130
tile_18_31.jpg,512,512,tree,115,15,149,35
tile_18_31.jpg,512,512,tree,0,8,30,41
tile_18_31.jpg,512,512,tree,404,486,439,512
tile_15_27.jpg,512,512,tree,130,32,141,46
tile_15_27.jpg,512,512,tree,80,77,93,93
tile_15_27.jpg,512,512,tree,22,121,38,135
tile_15_27.jpg,512,512,tree,183,83,197,96
tile_15_27.jpg,512,512,tree,274,0,288,11
tile_15_27.jpg,512,512,tree,230,40,240,51
tile_15_27.jpg,512,512,tree,312,56,333,77
tile_15_27.jpg,512,512,tree,269,97,285,113
tile_15_27.jpg,512,512,tree,359,14,374,30
tile_15_27.jpg,512,512,tree,467,29,480,42
tile_15_27.jpg,512,512,tree,415,69,431,87
tile_15_27.jpg,512,512,tree,366,115,379,126
tile_15_27.jpg,512,512,tree,317,156,328,169
tile_15_27.jpg,512,512,tree,428,138,442,149
tile_15_27.jpg,512,512,tree,478,100,493,117
tile_15_27.jpg,512,512,tree,481,191,493,210
tile_15_27.jpg,512,512,tree,383,176,397,193
tile_15_27.jpg,512,512,tree,424,231,440,255
tile_15_27.jpg,512,512,tree,502,263,512,277
tile_15_27.jpg,512,512,tree,214,237,231,255
tile_15_27.jpg,512,512,tree,118,214,136,232
tile_15_27.jpg,512,512,tree,20,201,41,225
tile_15_27.jpg,512,512,tree,65,221,80,235
tile_15_27.jpg,512,512,tree,73,254,89,273
tile_15_27.jpg,512,512,tree,23,291,42,311
tile_15_27.jpg,512,512,tree,168,280,187,298
tile_15_27.jpg,512,512,tree,281,281,298,294
tile_15_27.jpg,512,512,tree,320,321,339,346
tile_15_27.jpg,512,512,tree,228,325,244,342
tile_15_27.jpg,512,512,tree,153,393,169,411
tile_15_27.jpg,512,512,tree,64,362,81,384
tile_15_27.jpg,512,512,tree,24,400,40,417
tile_15_27.jpg,512,512,tree,341,398,360,416
tile_15_27.jpg,512,512,tree,369,380,379,399
tile_15_27.jpg,512,512,tree,433,413,446,433
tile_16_25.jpg,512,512,tree,29,9,62,37
tile_16_25.jpg,512,512,tree,2,44,21,70
tile_16_25.jpg,512,512,tree,58,90,88,109
tile_16_25.jpg,512,512,tree,7,127,29,145
tile_16_25.jpg,512,512,tree,93,143,130,164
tile_16_25.jpg,512,512,tree,45,181,79,203
tile_16_25.jpg,512,512,tree,2,225,26,247
tile_16_25.jpg,512,512,tree,105,208,151,234
tile_16_25.jpg,512,512,tree,15,284,44,314
tile_16_25.jpg,512,512,tree,196,59,231,87
tile_16_25.jpg,512,512,tree,146,96,177,115
tile_16_25.jpg,512,512,tree,216,122,244,146
tile_16_25.jpg,512,512,tree,392,71,421,87
tile_16_25.jpg,512,512,tree,341,91,381,110
tile_16_25.jpg,512,512,tree,407,136,427,156
tile_16_25.jpg,512,512,tree,303,139,329,156
tile_16_25.jpg,512,512,tree,243,173,275,197
tile_16_25.jpg,512,512,tree,304,216,331,236
tile_16_25.jpg,512,512,tree,356,169,391,198
tile_16_25.jpg,512,512,tree,485,167,508,191
tile_16_25.jpg,512,512,tree,423,211,458,230
tile_16_25.jpg,512,512,tree,378,244,412,270
tile_16_25.jpg,512,512,tree,496,257,512,271
tile_16_25.jpg,512,512,tree,435,293,464,314
tile_16_25.jpg,512,512,tree,253,249,289,284
tile_16_25.jpg,512,512,tree,206,221,220,238
tile_16_25.jpg,512,512,tree,205,291,241,316
tile_16_25.jpg,512,512,tree,140,253,186,281
tile_16_25.jpg,512,512,tree,154,330,181,359
tile_16_25.jpg,512,512,tree,279,324,300,351
tile_16_25.jpg,512,512,tree,324,283,365,314
tile_16_25.jpg,512,512,tree,231,363,258,394
tile_16_25.jpg,512,512,tree,332,377,363,397
tile_16_25.jpg,512,512,tree,403,407,431,437
tile_16_25.jpg,512,512,tree,450,453,492,476
tile_16_25.jpg,512,512,tree,284,417,318,440
tile_16_25.jpg,512,512,tree,175,412,213,436
tile_16_25.jpg,512,512,tree,104,370,139,399
tile_16_25.jpg,512,512,tree,63,421,90,441
tile_16_25.jpg,512,512,tree,4,461,44,487
tile_16_25.jpg,512,512,tree,119,447,149,475
tile_16_25.jpg,512,512,tree,232,458,256,475
tile_16_25.jpg,512,512,tree,303,486,329,512
tile_16_25.jpg,512,512,tree,76,492,102,510
tile_22_30.jpg,512,512,tree,94,136,126,156
tile_22_30.jpg,512,512,tree,177,150,200,171
tile_22_30.jpg,512,512,tree,288,143,319,167
tile_22_30.jpg,512,512,tree,361,176,379,193
tile_22_30.jpg,512,512,tree,439,189,471,215
tile_22_30.jpg,512,512,tree,412,130,434,148
tile_22_30.jpg,512,512,tree,490,150,510,172
tile_22_30.jpg,512,512,tree,388,62,412,81
tile_22_30.jpg,512,512,tree,465,92,491,114
tile_22_30.jpg,512,512,tree,487,73,509,92
tile_22_30.jpg,512,512,tree,145,86,176,118
tile_22_30.jpg,512,512,tree,103,27,128,38
tile_22_30.jpg,512,512,tree,117,189,144,214
tile_22_30.jpg,512,512,tree,194,226,214,241
tile_22_30.jpg,512,512,tree,263,251,285,270
tile_22_30.jpg,512,512,tree,310,211,336,232
tile_22_30.jpg,512,512,tree,294,309,316,332
tile_22_30.jpg,512,512,tree,347,273,370,292
tile_22_30.jpg,512,512,tree,410,335,438,360
tile_22_30.jpg,512,512,tree,461,296,486,316
tile_22_30.jpg,512,512,tree,469,355,495,380
tile_22_30.jpg,512,512,tree,359,372,382,392
tile_22_30.jpg,512,512,tree,373,443,398,466
tile_22_30.jpg,512,512,tree,290,435,322,456
tile_22_30.jpg,512,512,tree,246,352,274,375
tile_22_30.jpg,512,512,tree,208,293,245,315
tile_22_30.jpg,512,512,tree,163,340,188,355
tile_22_30.jpg,512,512,tree,198,395,225,418
tile_22_30.jpg,512,512,tree,159,438,176,459
tile_22_30.jpg,512,512,tree,116,375,141,396
tile_22_30.jpg,512,512,tree,86,316,104,328
tile_22_30.jpg,512,512,tree,63,227,91,258
tile_22_30.jpg,512,512,tree,22,279,35,294
tile_22_30.jpg,512,512,tree,57,424,80,442
tile_22_30.jpg,512,512,tree,102,478,130,498
tile_22_30.jpg,512,512,tree,10,97,28,115
tile_24_26.jpg,512,512,tree,126,52,149,76
tile_24_26.jpg,512,512,tree,104,0,124,13
tile_24_26.jpg,512,512,tree,294,1,314,19
tile_24_26.jpg,512,512,tree,474,0,499,13
tile_24_26.jpg,512,512,tree,483,111,502,132
tile_24_26.jpg,512,512,tree,414,85,434,105
tile_24_26.jpg,512,512,tree,455,228,477,248
tile_24_26.jpg,512,512,tree,380,196,399,214
tile_24_26.jpg,512,512,tree,435,153,452,168
tile_24_26.jpg,512,512,tree,315,170,329,183
tile_24_26.jpg,512,512,tree,279,99,298,115
tile_24_26.jpg,512,512,tree,234,140,258,162
tile_24_26.jpg,512,512,tree,147,121,170,142
tile_24_26.jpg,512,512,tree,86,99,106,117
tile_24_26.jpg,512,512,tree,55,39,73,56
tile_24_26.jpg,512,512,tree,36,135,53,149
tile_24_26.jpg,512,512,tree,98,169,119,189
tile_24_26.jpg,512,512,tree,155,298,175,316
tile_24_26.jpg,512,512,tree,181,360,208,383
tile_24_26.jpg,512,512,tree,278,274,303,301
tile_24_26.jpg,512,512,tree,335,237,356,255
tile_24_26.jpg,512,512,tree,310,351,331,367
tile_24_26.jpg,512,512,tree,388,365,420,386
tile_24_26.jpg,512,512,tree,360,313,381,328
tile_24_26.jpg,512,512,tree,403,266,426,292
tile_24_26.jpg,512,512,tree,495,283,510,307
tile_24_26.jpg,512,512,tree,136,404,153,419
tile_24_26.jpg,512,512,tree,260,389,278,407
tile_24_26.jpg,512,512,tree,208,426,230,447
tile_24_26.jpg,512,512,tree,84,442,105,463
tile_24_26.jpg,512,512,tree,37,488,61,510
tile_24_26.jpg,512,512,tree,3,425,24,444
tile_24_26.jpg,512,512,tree,414,429,439,448
tile_24_26.jpg,512,512,tree,484,465,503,484
tile_24_26.jpg,512,512,tree,289,446,310,461
tile_24_26.jpg,512,512,tree,242,486,263,511
tile_24_26.jpg,512,512,tree,4,84,19,100
tile_24_26.jpg,512,512,tree,79,266,92,278
tile_24_26.jpg,512,512,tree,128,225,136,236
tile_24_26.jpg,512,512,tree,265,215,277,226
tile_24_26.jpg,512,512,tree,108,339,124,356
tile_24_26.jpg,512,512,tree,235,322,251,340
tile_24_26.jpg,512,512,tree,28,307,41,320
tile_24_26.jpg,512,512,tree,210,257,228,272
tile_24_26.jpg,512,512,tree,464,38,494,65
tile_21_21.jpg,512,512,tree,74,15,100,28
tile_21_21.jpg,512,512,tree,27,62,57,87
tile_21_21.jpg,512,512,tree,99,81,119,104
tile_21_21.jpg,512,512,tree,148,44,163,56
tile_21_21.jpg,512,512,tree,191,1,215,16
tile_21_21.jpg,512,512,tree,244,27,266,47
tile_21_21.jpg,512,512,tree,206,76,224,92
tile_21_21.jpg,512,512,tree,160,120,187,136
tile_21_21.jpg,512,512,tree,117,174,140,190
tile_21_21.jpg,512,512,tree,6,174,44,203
tile_21_21.jpg,512,512,tree,68,225,93,245
tile_21_21.jpg,512,512,tree,20,270,54,293
tile_21_21.jpg,512,512,tree,115,275,147,300
tile_21_21.jpg,512,512,tree,191,187,223,211
tile_21_21.jpg,512,512,tree,281,88,303,112
tile_21_21.jpg,512,512,tree,410,34,437,54
tile_21_21.jpg,512,512,tree,462,72,480,90
tile_21_21.jpg,512,512,tree,461,148,484,165
tile_21_21.jpg,512,512,tree,361,155,382,173
tile_21_21.jpg,512,512,tree,306,205,338,219
tile_21_21.jpg,512,512,tree,269,241,295,265
tile_21_21.jpg,512,512,tree,208,285,236,309
tile_21_21.jpg,512,512,tree,167,329,191,353
tile_21_21.jpg,512,512,tree,272,327,299,352
tile_21_21.jpg,512,512,tree,339,353,365,374
tile_21_21.jpg,512,512,tree,391,303,413,333
tile_21_21.jpg,512,512,tree,438,275,454,291
tile_21_21.jpg,512,512,tree,484,226,501,248
tile_21_21.jpg,512,512,tree,12,378,33,394
tile_21_21.jpg,512,512,tree,239,374,253,387
tile_21_21.jpg,512,512,tree,152,456,172,476
tile_21_21.jpg,512,512,tree,118,492,140,505
tile_21_21.jpg,512,512,tree,197,496,227,512
tile_21_21.jpg,512,512,tree,336,434,358,463
tile_21_21.jpg,512,512,tree,290,486,308,505
tile_21_21.jpg,512,512,tree,474,403,503,430
tile_21_21.jpg,512,512,tree,433,448,463,470
tile_21_21.jpg,512,512,tree,381,491,407,510
tile_21_21.jpg,512,512,tree,488,475,508,499
tile_11_22.jpg,512,512,tree,221,149,235,163
tile_11_22.jpg,512,512,tree,351,116,367,132
tile_11_22.jpg,512,512,tree,289,247,310,265
tile_11_22.jpg,512,512,tree,239,287,270,310
tile_11_22.jpg,512,512,tree,283,358,302,373
tile_11_22.jpg,512,512,tree,332,397,357,421
tile_11_22.jpg,512,512,tree,234,388,262,410
tile_11_22.jpg,512,512,tree,283,438,301,456
tile_11_22.jpg,512,512,tree,222,477,251,495
tile_11_22.jpg,512,512,tree,177,432,196,453
tile_11_22.jpg,512,512,tree,127,470,151,491
tile_11_22.jpg,512,512,tree,48,372,76,390
tile_11_22.jpg,512,512,tree,7,315,39,337
tile_11_22.jpg,512,512,tree,108,333,130,350
tile_11_22.jpg,512,512,tree,385,277,403,293
tile_11_22.jpg,512,512,tree,170,197,186,210
tile_11_22.jpg,512,512,tree,410,445,426,457
tile_11_22.jpg,512,512,tree,497,437,510,456
tile_11_22.jpg,512,512,tree,449,486,463,500
tile_11_22.jpg,512,512,tree,94,25,107,40
tile_11_22.jpg,512,512,tree,147,40,165,54
tile_11_22.jpg,512,512,tree,242,52,257,70
tile_18_26.jpg,512,512,tree,88,7,123,43
tile_18_26.jpg,512,512,tree,37,50,67,85
tile_18_26.jpg,512,512,tree,72,101,108,138
tile_18_26.jpg,512,512,tree,166,22,209,54
tile_18_26.jpg,512,512,tree,300,8,338,35
tile_18_26.jpg,512,512,tree,440,65,485,108
tile_18_26.jpg,512,512,tree,464,131,511,167
tile_18_26.jpg,512,512,tree,428,181,461,218
tile_18_26.jpg,512,512,tree,296,97,336,127
tile_18_26.jpg,512,512,tree,247,137,293,170
tile_18_26.jpg,512,512,tree,197,97,238,127
tile_18_26.jpg,512,512,tree,149,130,185,168
tile_18_26.jpg,512,512,tree,184,167,185,168
tile_18_26.jpg,512,512,tree,196,179,233,209
tile_18_26.jpg,512,512,tree,293,196,346,229
tile_18_26.jpg,512,512,tree,48,212,81,246
tile_18_26.jpg,512,512,tree,377,221,411,262
tile_18_26.jpg,512,512,tree,451,239,479,275
tile_18_26.jpg,512,512,tree,394,283,447,313
tile_18_26.jpg,512,512,tree,474,307,512,337
tile_18_26.jpg,512,512,tree,403,370,439,405
tile_18_26.jpg,512,512,tree,453,420,487,450
tile_18_26.jpg,512,512,tree,491,387,512,410
tile_18_26.jpg,512,512,tree,404,452,438,478
tile_18_26.jpg,512,512,tree,355,403,383,427
tile_18_26.jpg,512,512,tree,299,367,352,389
tile_18_26.jpg,512,512,tree,306,445,344,476
tile_18_26.jpg,512,512,tree,327,265,360,300
tile_18_26.jpg,512,512,tree,357,325,385,356
tile_18_26.jpg,512,512,tree,258,236,283,262
tile_18_26.jpg,512,512,tree,158,313,192,344
tile_18_26.jpg,512,512,tree,211,361,235,390
tile_18_26.jpg,512,512,tree,202,447,240,475
tile_18_26.jpg,512,512,tree,158,394,191,430
tile_18_26.jpg,512,512,tree,114,432,150,472
tile_18_26.jpg,512,512,tree,162,484,199,512
tile_18_26.jpg,512,512,tree,62,388,89,418
tile_18_26.jpg,512,512,tree,4,337,48,373
tile_21_20.jpg,512,512,tree,13,24,50,69
tile_21_20.jpg,512,512,tree,94,42,129,80
tile_21_20.jpg,512,512,tree,50,90,78,119
tile_21_20.jpg,512,512,tree,116,110,150,146
tile_21_20.jpg,512,512,tree,139,0,167,23
tile_21_20.jpg,512,512,tree,32,208,64,243
tile_21_20.jpg,512,512,tree,82,168,102,191
tile_21_20.jpg,512,512,tree,4,442,32,465
tile_21_20.jpg,512,512,tree,84,352,122,375
tile_21_20.jpg,512,512,tree,129,299,157,326
tile_21_20.jpg,512,512,tree,261,159,291,185
tile_21_20.jpg,512,512,tree,299,108,340,136
tile_21_20.jpg,512,512,tree,351,67,377,91
tile_21_20.jpg,512,512,tree,478,19,508,41
tile_21_20.jpg,512,512,tree,447,67,469,94
tile_21_20.jpg,512,512,tree,400,105,421,144
tile_21_20.jpg,512,512,tree,359,155,383,183
tile_21_20.jpg,512,512,tree,312,195,341,230
tile_21_20.jpg,512,512,tree,276,249,298,268
tile_21_20.jpg,512,512,tree,230,283,261,326
tile_21_20.jpg,512,512,tree,185,338,210,368
tile_21_20.jpg,512,512,tree,138,385,166,419
tile_21_20.jpg,512,512,tree,98,426,128,464
tile_21_20.jpg,512,512,tree,59,473,87,500
tile_21_20.jpg,512,512,tree,130,493,166,512
tile_21_20.jpg,512,512,tree,234,402,254,423
tile_21_20.jpg,512,512,tree,314,307,340,321
tile_21_20.jpg,512,512,tree,453,154,477,184
tile_21_20.jpg,512,512,tree,437,267,459,305
tile_21_20.jpg,512,512,tree,399,320,421,347
tile_21_20.jpg,512,512,tree,356,360,381,397
tile_21_20.jpg,512,512,tree,310,411,334,439
tile_21_20.jpg,512,512,tree,363,458,384,484
tile_21_20.jpg,512,512,tree,258,464,292,486
tile_21_20.jpg,512,512,tree,402,411,429,442
tile_21_20.jpg,512,512,tree,449,362,471,390
tile_21_20.jpg,512,512,tree,479,426,509,454
tile_21_20.jpg,512,512,tree,436,472,464,503
tile_21_20.jpg,512,512,tree,486,320,512,346
tile_20_35.jpg,512,512,tree,188,218,212,256
tile_20_35.jpg,512,512,tree,307,76,327,105
tile_20_35.jpg,512,512,tree,340,91,366,116
tile_20_35.jpg,512,512,tree,435,102,460,129
tile_20_35.jpg,512,512,tree,475,160,502,194
tile_20_35.jpg,512,512,tree,341,346,374,378
tile_20_35.jpg,512,512,tree,297,383,328,421
tile_20_35.jpg,512,512,tree,318,458,359,492
tile_20_35.jpg,512,512,tree,193,470,221,500
tile_20_35.jpg,512,512,tree,224,367,254,396
tile_20_35.jpg,512,512,tree,268,325,297,355
tile_20_35.jpg,512,512,tree,181,297,214,337
tile_20_35.jpg,512,512,tree,127,341,163,376
tile_20_35.jpg,512,512,tree,29,342,63,375
tile_20_35.jpg,512,512,tree,57,487,95,512
tile_20_35.jpg,512,512,tree,148,128,172,153
tile_20_27.jpg,512,512,tree,81,8,100,24
tile_20_27.jpg,512,512,tree,35,51,53,71
tile_20_27.jpg,512,512,tree,154,35,172,55
tile_20_27.jpg,512,512,tree,193,2,213,20
tile_20_27.jpg,512,512,tree,279,19,294,37
tile_20_27.jpg,512,512,tree,224,64,242,81
tile_20_27.jpg,512,512,tree,180,106,197,126
tile_20_27.jpg,512,512,tree,105,79,120,93
tile_20_27.jpg,512,512,tree,53,117,75,137
tile_20_27.jpg,512,512,tree,20,146,37,165
tile_20_27.jpg,512,512,tree,133,148,154,168
tile_20_27.jpg,512,512,tree,273,123,290,141
tile_20_27.jpg,512,512,tree,318,80,336,99
tile_20_27.jpg,512,512,tree,365,41,386,61
tile_20_27.jpg,512,512,tree,455,62,470,83
tile_20_27.jpg,512,512,tree,416,34,432,50
tile_20_27.jpg,512,512,tree,323,1,344,13
tile_20_27.jpg,512,512,tree,500,19,512,38
tile_20_27.jpg,512,512,tree,487,118,512,148
tile_20_27.jpg,512,512,tree,405,100,427,121
tile_20_27.jpg,512,512,tree,358,141,375,161
tile_20_27.jpg,512,512,tree,441,159,457,175
tile_20_27.jpg,512,512,tree,396,202,422,227
tile_20_27.jpg,512,512,tree,467,222,488,242
tile_20_27.jpg,512,512,tree,421,263,439,282
tile_20_27.jpg,512,512,tree,347,241,368,262
tile_20_27.jpg,512,512,tree,259,218,285,242
tile_20_27.jpg,512,512,tree,223,166,237,180
